Customer ID,Customer Name,Article Count,Tax,Total Amount,Contract ID,Contract Mode,Product Type,Customer Type,Customer Sub Type,Region,Start Date,End Date
3000042033,Seshaasai Technologies Limited,618939,7178203.11,47057103.11,-,-,All,All,All,All Offices,2026-04-01,2026-04-30
3000053681,KFIN Technologies Ltd,130167,1395204.52,9146385.52,-,-,All,All,All,All Offices,2026-04-01,2026-04-30
3000057433,M/s Indian Bank,128757,1138142.98,7461156.98,-,-,All,All,All,All Offices,2026-04-01,2026-04-30
6000014672,CCLA Telangana State Technology Ser ltd,87144,655384.06,4296396.06,-,-,All,All,All,All Offices,2026-04-01,2026-04-30
1000002954,AMAZON,77612,841244.17,5514784.17,-,-,All,All,All,All Offices,2026-04-01,2026-04-30
2000001687,337-TD PASSPORTS,73737,481110.41,3153911.41,-,-,All,All,All,All Offices,2026-04-01,2026-04-30
3000061080,Manipal Payment and Identity Solutions Limited,61017,705986.98,4628144.98,-,-,All,All,All,All Offices,2026-04-01,2026-04-30
5000009103,Indian Overseas Bank - PSD,48237,575904.09,3775376.09,-,-,All,All,All,All Offices,2026-04-01,2026-04-30
2000010930,Bhadrachalam Temple Pooja Prasadam,45666,287673.96,1885863.96,-,-,All,All,All,All Offices,2026-04-01,2026-04-30
1952211758,ZENTECH INNOVATIONS  PRIVATE LIMITED,35759,369374.09,2421460.09,-,-,All,All,All,All Offices,2026-04-01,2026-04-30
2000014074,"MINISTRY OF MICRO,SMALL AND MEDIUM ENTERPRISES",34873,5650551.91,37042564.91,-,-,All,All,All,All Offices,2026-04-01,2026-04-30
3000012687,1216-SHRIRAM LIFE INSURANCE LTD,27294,334528.36,2192991.36,-,-,All,All,All,All Offices,2026-04-01,2026-04-30
1561390655,MAKE MAIL EZY,25189,227558.21,1491775.21,-,-,All,All,All,All Offices,2026-04-01,2026-04-30
5000003020,LIC OF INDIA,24582,181509.94,1189891.94,-,-,All,All,All,All Offices,2026-04-01,2026-04-30
6000002133,481-DIRECTOR FOR GOVT EXAMINATION SSC,19414,645190.39,4223744.39,-,-,All,All,All,All Offices,2026-04-01,2026-04-30
3000042684,Axis Bank Ltd,19180,162268.50,1063728.50,-,-,All,All,All,All Offices,2026-04-01,2026-04-30
3000025161,ICICI Bank Ltd,18273,125639.98,823638.98,-,-,All,All,All,All Offices,2026-04-01,2026-04-30
3000042169,1785- INDIAN BANK,16796,182902.03,1199027.03,-,-,All,All,All,All Offices,2026-04-01,2026-04-30
1389210133,SAI SPOORTHI MAILING SERVICES,11835,94089.71,616815.71,-,-,All,All,All,All Offices,2026-04-01,2026-04-30
3000061310,"Shriram Finance Limited, Ashok nagar",11733,105873.94,694070.94,-,-,All,All,All,All Offices,2026-04-01,2026-04-30
1100008888,Vutkuri Srinivas,10371,68654.00,438803.00,-,-,All,All,All,All Offices,2026-04-01,2026-04-30
4000040080,954-RTA MEDCHAL,9727,35597.98,233376.98,-,-,All,All,All,All Offices,2026-04-01,2026-04-30
