Customer ID,Customer Name,Article Count,Tax,Total Amount,Contract ID,Contract Mode,Product Type,Customer Type,Customer Sub Type,Region,Start Date,End Date
3000042033,SESHAASAI TECHNOLOGIES LIMITED,722287,0.0,40099345.5,-,-,All,All,All,All Offices,2026-02-01,2026-02-28
5000009103,INDIAN OVERSEAS BANK-PSD,58077,0.0,4468951.0,-,-,All,All,All,All Offices,2026-02-01,2026-02-28
3000042169,INDIAN BANK,19249,0.0,1167045.0,-,-,All,All,All,All Offices,2026-02-01,2026-02-28
3000057433,INDIAN BANK(BPC BOLLARUM),154302,0.0,11457550.0,-,-,All,All,All,All Offices,2026-02-01,2026-02-28
3000063003,PKL LIMITED,126,0.0,124535.0,-,-,All,All,All,All Offices,2026-02-01,2026-02-28
3000065748,DREAMY DESIGNS,165,0.0,432.0,-,-,All,All,All,All Offices,2026-02-01,2026-02-28
4002089778,GANTASALA RAVALI,283,0.0,20025.0,-,-,All,All,All,All Offices,2026-02-01,2026-02-28
3000044681,SHREE NIDHI PRINT P LTD,90,0.0,124388.0,-,-,All,All,All,All Offices,2026-02-01,2026-02-28
1000060979,ZEROHARM SCIENCES PVT LTD,407,0.0,31235.0,-,-,All,All,All,All Offices,2026-02-01,2026-02-28
1829060733,VAIGHA WEAVES,996,0.0,53395.0,-,-,All,All,All,All Offices,2026-02-01,2026-02-28
3000051074,KAKANI EDU MEDIA PVT LTD,186,0.0,19679.0,-,-,All,All,All,All Offices,2026-02-01,2026-02-28
4001690303,BATTULA SANDHYA,258,0.0,37032.0,-,-,All,All,All,All Offices,2026-02-01,2026-02-28
3000056175,EMERALD ENTERPRISES,9,0.0,9195.0,-,-,All,All,All,All Offices,2026-02-01,2026-02-28
1709725541,AKRITI OPTHALMIC PVT LTD,224,0.0,107503.0,-,-,All,All,All,All Offices,2026-02-01,2026-02-28
1207244829,CHANDAN LOGICS LLP,140,0.0,19179.0,-,-,All,All,All,All Offices,2026-02-01,2026-02-28
1000056867,LEE HEALTH DOMAIN INDIA PVT LTD,318,0.0,21485.0,-,-,All,All,All,All Offices,2026-02-01,2026-02-28
3000067747,SJI JIMR,123,0.0,0.0,-,-,All,All,All,All Offices,2026-02-01,2026-02-28
3000065886,DREAMY DESIGNS,273,0.0,5049.0,-,-,All,All,All,All Offices,2026-02-01,2026-02-28
1000059264,Aswini Homeo & Ayurvedic Products,327,0.0,20695.0,-,-,All,All,All,All Offices,2026-02-01,2026-02-28
1227248915,CISF NISA,0,0.0,7426.0,-,-,All,All,All,All Offices,2026-02-01,2026-02-28
1643026968,AFFORDABLE ORGANICS,342,0.0,23113.0,-,-,All,All,All,All Offices,2026-02-01,2026-02-28
3000060427,SOLUTIONS 3X PVT LTD,52,0.0,7258.0,-,-,All,All,All,All Offices,2026-02-01,2026-02-28
3000067142,Prashanthi Ponnapalli,308,0.0,22495.0,-,-,All,All,All,All Offices,2026-02-01,2026-02-28
1000060978,AYUSH DESIGNS,278,0.0,8385.0,-,-,All,All,All,All Offices,2026-02-01,2026-02-28
1000056929,NADELLA VENKAT CHAITANYA,424,0.0,5595.0,-,-,All,All,All,All Offices,2026-02-01,2026-02-28
1335675181,ANKITHA RAVU,220,0.0,12745.0,-,-,All,All,All,All Offices,2026-02-01,2026-02-28
3000056060,VIJAYA SHRI ENTERPRISES,5,0.0,3264.0,-,-,All,All,All,All Offices,2026-02-01,2026-02-28
4002369298,SAANVI TRENDZ,26,0.0,465.0,-,-,All,All,All,All Offices,2026-02-01,2026-02-28
1000055959,U LAXMAMMA,42,0.0,7455.0,-,-,All,All,All,All Offices,2026-02-01,2026-02-28
3000063005,VASHISHT HOMEOPATHIC PHARMACEUTICALS,33,0.0,3498.0,-,-,All,All,All,All Offices,2026-02-01,2026-02-28
3000069175,KAKATIYA ENERGY SYSTEMS PVT LTD,0,0.0,14520.0,-,-,All,All,All,All Offices,2026-02-01,2026-02-28
1000058927,LOTUS INTERNATIONAL,1,0.0,80.0,-,-,All,All,All,All Offices,2026-02-01,2026-02-28
