Customer ID,Customer Name,Article Count,Tax,Total Amount,Contract ID,Contract Mode,Product Type,Customer Type,Customer Sub Type,Region,Start Date,End Date
3000042033,SESHAASAI TECHNOLOGIES LIMITED,880344,0.0,41043743.28,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
5000009103,INDIAN OVERSEAS BANK-PSD,52628,0.0,2195316.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
3000042169,INDIAN BANK,57877,0.0,393235.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
3000057433,INDIAN BANK(BPC BOLLARUM),895486,0.0,9940797.9,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
3000063003,PKL LIMITED,171,0.0,38512.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
3000052887,KARNATAKA GRAMIN BANK,182,0.0,14965.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
3000065748,DREAMY DESIGNS,13,0.0,36293.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
4002089778,GANTASALA RAVALI,293,0.0,33405.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
3000044681,SHREE NIDHI PRINT P LTD,161,0.0,2880.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
1000060979,ZEROHARM SCIENCES PVT LTD,436,0.0,64350.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
4002005159,MAASALA SIVA DURGA,343,0.0,56415.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
1829060733,VAIGHA WEAVES,369,0.0,0.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
3000051074,KAKANI EDU MEDIA PVT LTD,176,0.0,50339.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
4001690303,BATTULA SANDHYA,87,0.0,21046.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
3000056175,EMERALD ENTERPRISES,59,0.0,26110.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
1207244829,CHANDAN LOGICS LLP,449,0.0,23765.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
1000056867,LEE HEALTH DOMAIN INDIA PVT LTD,429,0.0,13190.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
3000067747,SJI JIMR,0,0.0,23700.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
3000065886,DREAMY DESIGNS,900,0.0,56140.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
1000059264,Aswini Homeo & Ayurvedic Products,70,0.0,5615.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
1643026968,AFFORDABLE ORGANICS,622,0.0,17057.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
3000060427,SOLUTIONS 3X PVT LTD,63,0.0,10150.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
3000067142,Prashanthi Ponnapalli,152,0.0,4480.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
1000060978,AYUSH DESIGNS,213,0.0,16245.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
3000068186,EYANTRA VENTURES LTD,764,0.0,0.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
1000056929,NADELLA VENKAT CHAITANYA,259,0.0,8895.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
3000070717,RANKERS BOOK,0,0.0,6990.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
1335675181,ANKITHA RAVU,132,0.0,8260.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
3000056060,VIJAYA SHRI ENTERPRISES,19,0.0,10541.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
4002369298,SAANVI TRENDZ,14,0.0,22445.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
1000055959,U LAXMAMMA,70,0.0,6090.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
3000063005,VASHISHT HOMEOPATHIC PHARMACEUTICALS,19,0.0,3571.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
3000069175,KAKATIYA ENERGY SYSTEMS PVT LTD,15,0.0,900.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
3000063187,LAKSHMI SAREES,114,0.0,3785.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
3000068827,LAASYA REDDY YALAKA,105,0.0,5155.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
4002084630,KOLA SRIKANTH (SPCOD),251,0.0,9330.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
1000055965,Mayora India Pvt Ltd,0,0.0,1070.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
1619384557,ZLATO TRADING CO,165,0.0,0.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
5000018005,SBI SHAPURNAGAR,86,0.0,2515.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
1000058814,RAVIRALA KARUNAKAR,11,0.0,0.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
3000067761,SJI JIMR,0,0.0,2110.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
3000068593,SOWMYA ENTERPRISES,29,0.0,1910.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
3000052699,KAMAKSHI ASTRO GEMS,63,0.0,1205.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
3000062754,ASIA BOOK HOUSE,33,0.0,505.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
3000062755,ASIA BOOK HOUSE,5,0.0,1314.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
3000069110,KONAM HARITHA,0,0.0,4035.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
3000068297,ARROW ENGINEERING INDUSTRIES PVT LTD,8,0.0,4027.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
1374935272,SOWMYA SELECTIONS,54,0.0,1445.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
3000063189,Murtle Foot Innovations,12,0.0,2940.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
4002157091,S MADHUSUDHAN RAO,21,0.0,1040.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
3000069069,KALUVALA RAVALI,40,0.0,1820.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
4001732539,JULOORI SHRUTHI(HANS-CREATION-1),50,0.0,2330.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
2000013647,"ICFRE 
Institute of Forest Biodiversity",19,0.0,1330.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
3000068557,SM UNIQUE COLLECTIONS,50,0.0,6915.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
3000062204,NYARA PRODUCTS,26,0.0,2239.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
1000060010,BETHESHIFT TECHNOLOGIES PVT LTD,10,0.0,2332.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
3000068802,BOIENI JAYA MADHURI,6,0.0,1621.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
5000017870,SBI KUKATPALLY,42,0.0,530.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
1483342350,KANTA RUBBER PVT LTD,12,0.0,400.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
3000062203,NYARA PRODUCTS,3,0.0,550.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
1549312857,BATTULA SANDHYA,14,0.0,1660.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
3000051248,PREETHI COLLECTIONS,13,0.0,765.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
3000059404,SUMA GLOBAL COURIER,26,0.0,0.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
1483280861,GADDALA SNIGDA REDDY,29,0.0,3175.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
1803941244,SAMKRG PISTONS AND RINGS,0,0.0,4075.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
1386021727,NIKKI JEWELS,0,0.0,1360.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
3000067602,MADDIREDDI ANUSHA,0,0.0,205.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
3000068280,VIVEK INDUSTRIES,1,0.0,555.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
3000069624,MIRYALA ENTERPRISES,8,0.0,0.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
4002036453,K SRAVANTHI,1,0.0,0.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
1329208195,TGHCO HEALTH SUPPORT SERVICES PRIVATE LIMITED,8,0.0,0.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
1000054276,KAMAKSHI ASTRO GEMS,3,0.0,0.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
4002144057,RAMYA SHRI BANDARI,0,0.0,40.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
3000057625,MICRO SYS AUTOMATION,0,0.0,69.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
5000014772,APGVB,94,0.0,61480.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
3000042684,Axis Bank(NAF),38852,0.0,126316.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
3000044891,CBI MUMBAI NAF,295172,0.0,16472214.72,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
3000025161,ICICI(NAF),19010,0.0,812916.16,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
3000041305,KL HITECH,4570,0.0,688592.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
3000053459,UCO Bank,13158,0.0,1002816.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
1000006532,LAKSHMI ENTERPRISES,814,0.0,335072.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
1000050206,K and S Group of Company,360,0.0,16146.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
1000050660,cash cow augmentation systems,594,0.0,53494.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
1000050738,M/s Hamstech Online Services Pvt Ltd,988,0.0,6232.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
1000051543,NEW MAX TELESHOPPING,1542,0.0,144036.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
1000051948,KRISHNA PEARLS & JEWELLERS,12,0.0,2076.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
1000053259,Monksays Superfoods private Limited,7704,0.0,358396.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
1000053326,SUPRACYN PRIVATE LIMITED,584,0.0,57118.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
1000058092,IKON ENTERPRISES,4726,0.0,0.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
1000058170,PUNARJEEVANI INDIA PVT LTD COD,1092,0.0,37936.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
1000058692,P RAMANA,0,0.0,1046.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
1000059752,M/S TANGELLAPALLI MADHURI,220,0.0,4132.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
1000059753,M/S JINNARAM SHOBHA RANI,296,0.0,18356.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
2000001605,1076 OF INCOME TAX,1552,0.0,33690.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
2000001606,OFFICE OF COMMM OF CENTRAL TAX,224,0.0,9108.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
2000001607,DG OF CENTRAL EXCISE,290,0.0,14044.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
2000001642,354I INCOME TAX CIB,296,0.0,60676.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
2000001643,OFFICE OF REGIONAL DIRECTOR,644,0.0,30256.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
2000001644,CUSTOMS & CENTRAL EXCISE/GST SECUNDERABAD COMM,630,0.0,21972.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
2000001645,CIT TDS RANGE 14 COMMISSIONER,180,0.0,15138.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
2000001646,SECURITY PRINTING PRESS,3116,0.0,1397416.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
2000001649,CENTRAL BOARD OF DIRECT TAXES,266,0.0,9170.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
2000001650,IT CENTRAL CIRCLE,964,0.0,23600.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
2000001651,354O  INCOME TAX BB,264,0.0,12200.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
2000001654,COMISSIONER OF CENTRAL EXCISE gst,596,0.0,35930.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
2000001657,IT EXEMPTIONS,586,0.0,10904.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
2000001658,COMMISSIONER OF IT RANGE III,58,0.0,4946.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
2000001659,CUSTOMS COMMISSIONERATE,860,0.0,33570.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
2000001660,CCEST,310,0.0,13404.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
2000001663,DLRL,322,0.0,18702.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
2000001665,N R S C,722,0.0,44546.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
2000001666,NATIONAL REMOTE SENSING CENTR,10,0.0,2832.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
2000001667,AFLE,330,0.0,642410.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
2000001670,ECIL,0,0.0,180872.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
2000001674,354A  INCOME TAX,1440,0.0,46588.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
2000001676,AIRPORTS AUTHORITY OF INDIA,168,0.0,20320.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
2000001677,CCE AND ST,328,0.0,16188.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
2000001680,ASST. COMM. P  AND V CUSTOMS A GST,430,0.0,16968.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
2000001681,CUSTOMS AND GST APPEALS II COM,338,0.0,10384.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
2000001682,1571 INCOME TAX,10,0.0,650.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
2000001684,IG OF CBI,260,0.0,6974.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
2000001685,"O/o Add CIT, Range-6",440,0.0,2350.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
2000001687,TD PASSPORTS,135060,0.0,3287628.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
2000001690,1655 INCOME TAX,34,0.0,376.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
2000001691,SERVICE TAX,432,0.0,16592.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
2000001692,PR CIT 2,622,0.0,16250.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
2000002564,MINT OFFICE,1248,0.0,801012.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
2000002672,AG Office,8332,0.0,378306.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
2000002675,NIPHM,278,0.0,14150.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
2000002688,NFC,1280,0.0,49006.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
2000002689,GAIL,128,0.0,2890.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
2000002721,CGHS,336,0.0,20060.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
2000002784,EPFO,1602,0.0,34740.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
2000002785,NIRD,348,0.0,8592.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
2000002786,MANUU,1652,0.0,63176.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
2000002884,NIOS,112,0.0,7306.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
2000002885,O/o Addl CIT(TDS) Range-xv,374,0.0,7870.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
2000002959,354K-incometax,934,0.0,3222.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
2000003146,AFS HAKIMPET,146,0.0,186796.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
2000003384,AFSTN BGPET,22,0.0,17960.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
2000004442,GST SANGAREDDY,474,0.0,12320.0,-,-,All,All,All,All Offices,2025-09-01,2025-09-30
