Customer ID,Customer Name,Article Count,Tax,Total Amount,Contract ID,Contract Mode,Product Type,Customer Type,Customer Sub Type,Region,Start Date,End Date
3000042033,SESHAASAI TECHNOLOGIES LIMITED,771228,0.0,24026124.17,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
5000009103,INDIAN OVERSEAS BANK-PSD,135218,0.0,3872408.36,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
3000042169,INDIAN BANK,23516,0.0,633291.84,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
5000014821,MS CBI KOTI(BNPL),281750,0.0,9395509.28,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
3000063003,PKL LIMITED,223,0.0,52387.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
3000052887,KARNATAKA GRAMIN BANK,224,0.0,24166.4,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
3000065748,DREAMY DESIGNS,4096,0.0,74163.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
4002089778,GANTASALA RAVALI,976,0.0,32950.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
3000044681,SHREE NIDHI PRINT P LTD,28,0.0,8625.8,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
1000060979,ZEROHARM SCIENCES PVT LTD,36,0.0,350.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
4002005159,MAASALA SIVA DURGA,478,0.0,48170.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
3000051074,KAKANI EDU MEDIA PVT LTD,185,0.0,26440.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
4001690303,BATTULA SANDHYA,223,0.0,14218.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
1000056867,LEE HEALTH DOMAIN INDIA PVT LTD,202,0.0,16940.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
3000067747,SJI JIMR,510,0.0,0.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
3000065886,DREAMY DESIGNS,383,0.0,4795.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
1000059264,Aswini Homeo & Ayurvedic Products,273,0.0,27515.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
3000060427,SOLUTIONS 3X PVT LTD,73,0.0,14400.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
3000067142,Prashanthi Ponnapalli,279,0.0,11520.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
1000060978,AYUSH DESIGNS,283,0.0,3490.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
1000056929,NADELLA VENKAT CHAITANYA,191,0.0,21180.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
3000070717,RANKERS BOOK,824,0.0,0.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
3000056060,VIJAYA SHRI ENTERPRISES,23,0.0,9055.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
4002369298,SAANVI TRENDZ,494,0.0,6500.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
1000055959,U LAXMAMMA,73,0.0,6345.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
3000063005,VASHISHT HOMEOPATHIC PHARMACEUTICALS,25,0.0,4414.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
3000069175,KAKATIYA ENERGY SYSTEMS PVT LTD,13,0.0,7095.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
1000058927,LOTUS INTERNATIONAL,9,0.0,20870.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
3000063187,LAKSHMI SAREES,152,0.0,8640.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
3000068827,LAASYA REDDY YALAKA,170,0.0,4870.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
3000065595,CUSTOMIZE DUNIYA,94,0.0,7380.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
1000055965,Mayora India Pvt Ltd,88,0.0,8285.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
5000018005,SBI SHAPURNAGAR,90,0.0,2740.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
1000058814,RAVIRALA KARUNAKAR,37,0.0,9050.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
3000067761,SJI JIMR,47,0.0,0.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
3000068593,SOWMYA ENTERPRISES,56,0.0,4995.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
3000052699,KAMAKSHI ASTRO GEMS,80,0.0,290.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
3000062754,ASIA BOOK HOUSE,149,0.0,8845.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
3000062755,ASIA BOOK HOUSE,35,0.0,6184.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
1000057348,MAASALA SIVA DURGA,12,0.0,7970.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
3000069110,KONAM HARITHA,138,0.0,4005.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
3000068601,KSR MART,860,0.0,0.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
3000068297,ARROW ENGINEERING INDUSTRIES PVT LTD,6,0.0,2829.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
1000055966,Mayora India Pvt Ltd,0,0.0,5570.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
3000063189,Murtle Foot Innovations,27,0.0,1360.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
4002157091,S MADHUSUDHAN RAO,53,0.0,4920.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
3000069069,KALUVALA RAVALI,67,0.0,2115.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
4001732539,JULOORI SHRUTHI(HANS-CREATION-1),83,0.0,4285.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
2000013647,"ICFRE 
Institute of Forest Biodiversity",26,0.0,1255.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
5000018350,CONTAINER CORPORATION OF INDIA LIMITED,0,0.0,1005.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
3000068557,SM UNIQUE COLLECTIONS,75,0.0,0.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
3000062204,NYARA PRODUCTS,19,0.0,1962.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
3000056061,ABS FISHING,27,0.0,5638.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
3000068802,BOIENI JAYA MADHURI,14,0.0,1760.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
5000017870,SBI KUKATPALLY,0,0.0,1600.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
3000062203,NYARA PRODUCTS,3,0.0,1275.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
3000051248,PREETHI COLLECTIONS,32,0.0,595.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
3000059404,SUMA GLOBAL COURIER,1,0.0,0.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
3000070435,MAYURA MEDICAL LLP,16,0.0,2110.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
3000070192,BHARAT BRUSHLESS MOTORS,6,0.0,2000.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
3000067602,MADDIREDDI ANUSHA,0,0.0,215.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
3000068280,VIVEK INDUSTRIES,1,0.0,500.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
3000069624,MIRYALA ENTERPRISES,0,0.0,90.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
1000059244,K ABHILASH GOUD,0,0.0,305.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
4002036453,K SRAVANTHI,0,0.0,155.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
3000060210,GVSK PHARMA PVT LTD,4,0.0,180.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
3000065532,BONBONO,0,0.0,480.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
3000068184,EYANTRA VENTURES LTD,5,0.0,0.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
3000066639,S R R ENTREPRENEUR,1,0.0,0.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
4002144057,RAMYA SHRI BANDARI,4,0.0,0.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
3000051958,SKILLIANTECH PVT LTD,0,0.0,345.0,-,-,All,All,All,All Offices,2025-06-01,2025-06-30
